id,firstName,lastName,age,gender,location,religion,diet,profession
966,User966,SL838,25,male,Batticaloa,Buddhist,non-vegetarian,Entrepreneur
967,User967,SL547,25,female,Gampaha,Muslim,non-vegetarian,Accountant
968,User968,SL921,42,male,Matale,Muslim,non-vegetarian,Lawyer
969,User969,SL943,30,male,Ratnapura,Buddhist,vegetarian,Consultant
970,User970,SL155,32,female,Kalutara,Buddhist,non-vegetarian,Engineer
971,User971,SL861,33,male,Matale,Hindu,vegetarian,Teacher
972,User972,SL597,34,male,Galle,Buddhist,non-vegetarian,Teacher
973,User973,SL982,32,female,Galle,Buddhist,non-vegetarian,Lawyer
974,User974,SL586,32,male,Colombo,Christian,vegetarian,Teacher
975,User975,SL396,22,female,Kandy,Hindu,non-vegetarian,Doctor
976,User976,SL310,22,female,Jaffna,Muslim,non-vegetarian,Lawyer
977,User977,SL883,22,male,Ratnapura,Buddhist,non-vegetarian,Accountant
978,User978,SL795,37,male,Trincomalee,Hindu,non-vegetarian,Teacher
979,User979,SL999,22,female,Colombo,Hindu,non-vegetarian,Doctor
980,User980,SL746,30,female,Anuradhapura,Buddhist,non-vegetarian,Accountant
981,User981,SL704,33,female,Kandy,Muslim,non-vegetarian,Entrepreneur
982,User982,SL670,25,female,Matale,Hindu,non-vegetarian,Teacher
983,User983,SL244,30,female,Gampaha,Buddhist,non-vegetarian,Lawyer
984,User984,SL630,23,female,Jaffna,Buddhist,non-vegetarian,Artist
985,User985,SL613,22,male,Anuradhapura,Buddhist,vegetarian,Lawyer
986,User986,SL345,32,male,Hambantota,Buddhist,vegetarian,Student
987,User987,SL594,28,male,Hambantota,Buddhist,vegetarian,Artist
988,User988,SL742,34,male,Ratnapura,Hindu,non-vegetarian,Consultant
989,User989,SL829,25,female,Gampaha,Hindu,vegetarian,Student
990,User990,SL111,22,male,Badulla,Muslim,non-vegetarian,Accountant
991,User991,SL412,27,female,Monaragala,Christian,vegetarian,Artist
992,User992,SL598,36,female,Ampara,Buddhist,non-vegetarian,Lawyer
993,User993,SL132,23,female,Anuradhapura,Hindu,vegetarian,Manager
994,User994,SL432,33,male,Batticaloa,Hindu,non-vegetarian,Manager
995,User995,SL174,35,male,Colombo,Buddhist,non-vegetarian,Student
996,User996,SL533,25,female,Kegalle,Christian,non-vegetarian,Student
997,User997,SL668,26,male,Colombo,Buddhist,vegetarian,Accountant
998,User998,SL305,26,female,Badulla,Muslim,non-vegetarian,Manager
999,User999,SL932,29,male,Colombo,Buddhist,vegetarian,Manager
1000,User1000,SL825,26,female,Matara,Buddhist,non-vegetarian,Doctor
1001,User1001,SL159,22,female,Hambantota,Hindu,vegetarian,Engineer
1002,User1002,SL820,30,female,NuwaraEliya,Buddhist,non-vegetarian,Lawyer
1003,User1003,SL412,34,male,Ratnapura,Muslim,non-vegetarian,Teacher
1004,User1004,SL470,25,male,Matara,Buddhist,non-vegetarian,Teacher
1005,User1005,SL529,28,male,Ratnapura,Buddhist,non-vegetarian,Lawyer
1006,User1006,SL374,42,male,Anuradhapura,Hindu,non-vegetarian,Manager
1007,User1007,SL822,22,female,Ampara,Hindu,vegetarian,Lawyer
1008,User1008,SL871,22,male,Trincomalee,Hindu,vegetarian,Doctor
1009,User1009,SL440,29,female,Colombo,Hindu,non-vegetarian,Accountant
1010,User1010,SL872,23,male,Matale,Christian,vegetarian,Engineer
1011,User1011,SL489,23,male,Ratnapura,Buddhist,non-vegetarian,Artist
1012,User1012,SL258,32,female,Galle,Muslim,non-vegetarian,Lawyer
1013,User1013,SL525,32,male,Anuradhapura,Buddhist,non-vegetarian,Doctor
1014,User1014,SL520,40,male,Kurunegala,Buddhist,non-vegetarian,Doctor
1015,User1015,SL300,34,male,Galle,Buddhist,vegetarian,Doctor
1016,User1016,SL674,28,female,Ampara,Buddhist,non-vegetarian,Engineer
1017,User1017,SL727,22,male,Badulla,Hindu,vegetarian,Lawyer
1018,User1018,SL655,37,male,Batticaloa,Buddhist,non-vegetarian,Entrepreneur
1019,User1019,SL148,27,female,Gampaha,Hindu,non-vegetarian,Engineer
1020,User1020,SL408,40,female,Matale,Buddhist,vegetarian,Accountant
1021,User1021,SL814,34,female,Colombo,Christian,non-vegetarian,Consultant
1022,User1022,SL936,28,female,Jaffna,Buddhist,vegetarian,Consultant
1023,User1023,SL318,25,male,Kurunegala,Buddhist,vegetarian,Consultant
1024,User1024,SL821,22,male,Colombo,Buddhist,vegetarian,Manager
1025,User1025,SL298,24,female,Batticaloa,Hindu,vegetarian,Doctor
1026,User1026,SL799,31,female,Polonnaruwa,Buddhist,non-vegetarian,Manager
1027,User1027,SL528,31,female,Colombo,Hindu,vegetarian,Doctor
1028,User1028,SL793,27,male,Colombo,Buddhist,vegetarian,Accountant
1029,User1029,SL935,29,male,Puttalam,Muslim,vegetarian,Doctor
1030,User1030,SL786,30,male,Hambantota,Muslim,vegetarian,Engineer
1031,User1031,SL467,22,female,Kurunegala,Buddhist,non-vegetarian,Accountant
1032,User1032,SL262,35,male,Ampara,Buddhist,non-vegetarian,Lawyer
1033,User1033,SL789,27,male,NuwaraEliya,Buddhist,vegetarian,Entrepreneur
1034,User1034,SL742,30,male,Matara,Muslim,vegetarian,Accountant
1035,User1035,SL908,28,male,Ratnapura,Muslim,non-vegetarian,Student
1036,User1036,SL633,34,male,Colombo,Buddhist,non-vegetarian,Lawyer
1037,User1037,SL269,24,female,Kegalle,Buddhist,vegetarian,Student
1038,User1038,SL373,26,male,Badulla,Buddhist,vegetarian,Manager
1039,User1039,SL958,26,male,Galle,Buddhist,vegetarian,Artist
1040,User1040,SL618,26,male,Gampaha,Hindu,non-vegetarian,Accountant
1041,User1041,SL100,41,female,Ratnapura,Hindu,non-vegetarian,Doctor
1042,User1042,SL517,33,female,Colombo,Buddhist,non-vegetarian,Manager
1043,User1043,SL395,24,male,Colombo,Buddhist,vegetarian,Engineer
1044,User1044,SL720,30,female,Gampaha,Buddhist,vegetarian,Student
1045,User1045,SL583,27,male,Badulla,Buddhist,non-vegetarian,Entrepreneur
1046,User1046,SL943,30,female,Galle,Muslim,non-vegetarian,Accountant
1047,User1047,SL946,37,female,NuwaraEliya,Christian,vegetarian,Manager
1048,User1048,SL857,36,male,Puttalam,Muslim,non-vegetarian,Accountant
1049,User1049,SL113,32,male,Gampaha,Hindu,vegetarian,Student
1050,User1050,SL156,22,female,Colombo,Buddhist,non-vegetarian,Entrepreneur
1051,User1051,SL790,30,female,Kurunegala,Muslim,non-vegetarian,Consultant
1052,User1052,SL969,26,male,NuwaraEliya,Hindu,vegetarian,Doctor
1053,User1053,SL531,26,female,Gampaha,Christian,non-vegetarian,Teacher
1054,User1054,SL725,31,female,Matale,Muslim,vegetarian,Manager
1055,User1055,SL545,22,male,Anuradhapura,Buddhist,non-vegetarian,Teacher
1056,User1056,SL105,26,female,Matale,Buddhist,vegetarian,Entrepreneur
1057,User1057,SL564,40,female,Colombo,Hindu,non-vegetarian,Consultant
1058,User1058,SL681,31,female,Matale,Buddhist,vegetarian,Student
1059,User1059,SL619,22,male,Colombo,Hindu,non-vegetarian,Doctor
1060,User1060,SL450,32,male,Kegalle,Buddhist,vegetarian,Engineer
1061,User1061,SL835,22,male,Monaragala,Buddhist,non-vegetarian,Consultant
1062,User1062,SL970,34,female,Colombo,Buddhist,vegetarian,Doctor
1063,User1063,SL569,22,female,Badulla,Buddhist,vegetarian,Entrepreneur
1064,User1064,SL492,26,male,Ratnapura,Buddhist,vegetarian,Accountant
1065,User1065,SL424,25,male,Kalutara,Muslim,non-vegetarian,Teacher
1066,User1066,SL362,23,male,Colombo,Buddhist,non-vegetarian,Manager
1067,User1067,SL791,26,male,Anuradhapura,Muslim,non-vegetarian,Entrepreneur
1068,User1068,SL501,27,male,Ratnapura,Buddhist,vegetarian,Lawyer
1069,User1069,SL591,45,male,Gampaha,Buddhist,vegetarian,Accountant
1070,User1070,SL998,25,female,Kandy,Buddhist,vegetarian,Teacher
1071,User1071,SL652,34,male,Ampara,Hindu,vegetarian,Accountant
1072,User1072,SL205,23,male,Puttalam,Buddhist,vegetarian,Entrepreneur
1073,User1073,SL409,25,male,Kandy,Muslim,vegetarian,Consultant
1074,User1074,SL118,31,male,Anuradhapura,Buddhist,non-vegetarian,Doctor
1075,User1075,SL304,26,female,Colombo,Buddhist,non-vegetarian,Lawyer
1076,User1076,SL121,30,male,Polonnaruwa,Hindu,vegetarian,Consultant
1077,User1077,SL800,34,female,Trincomalee,Buddhist,non-vegetarian,Doctor
1078,User1078,SL817,23,female,Batticaloa,Buddhist,vegetarian,Artist
1079,User1079,SL231,30,female,Badulla,Hindu,vegetarian,Student
1080,User1080,SL279,35,female,Kalutara,Buddhist,vegetarian,Consultant
1081,User1081,SL198,23,male,Colombo,Buddhist,vegetarian,Doctor
1082,User1082,SL806,28,male,Kalutara,Muslim,vegetarian,Entrepreneur
1083,User1083,SL717,36,female,Anuradhapura,Buddhist,vegetarian,Consultant
1084,User1084,SL996,22,male,Vavuniya,Christian,vegetarian,Manager
1085,User1085,SL919,30,female,Galle,Buddhist,non-vegetarian,Doctor
1086,User1086,SL186,36,male,Trincomalee,Buddhist,non-vegetarian,Consultant
1087,User1087,SL912,25,male,Anuradhapura,Buddhist,non-vegetarian,Student
1088,User1088,SL300,22,male,Colombo,Muslim,vegetarian,Doctor
1089,User1089,SL403,29,male,Kurunegala,Buddhist,non-vegetarian,Engineer
1090,User1090,SL946,23,male,Matara,Muslim,non-vegetarian,Artist
1091,User1091,SL621,25,female,Anuradhapura,Buddhist,vegetarian,Consultant
1092,User1092,SL132,23,female,Kalutara,Buddhist,non-vegetarian,Engineer
1093,User1093,SL697,22,female,Kalutara,Buddhist,vegetarian,Engineer
1094,User1094,SL746,27,male,Jaffna,Christian,vegetarian,Artist
1095,User1095,SL719,31,male,Hambantota,Buddhist,vegetarian,Engineer
1096,User1096,SL437,30,male,Kurunegala,Buddhist,vegetarian,Manager
1097,User1097,SL850,28,female,Badulla,Buddhist,non-vegetarian,Entrepreneur
1098,User1098,SL134,25,female,Gampaha,Buddhist,non-vegetarian,Artist
1099,User1099,SL315,23,male,Monaragala,Buddhist,non-vegetarian,Artist
1100,User1100,SL432,27,female,Kandy,Muslim,non-vegetarian,Lawyer
1101,User1101,SL594,30,male,Colombo,Hindu,vegetarian,Student
1102,User1102,SL149,24,female,Kalutara,Buddhist,vegetarian,Entrepreneur
1103,User1103,SL630,22,female,Badulla,Buddhist,non-vegetarian,Lawyer
1104,User1104,SL153,37,female,Gampaha,Hindu,non-vegetarian,Doctor
1105,User1105,SL520,32,female,Polonnaruwa,Buddhist,vegetarian,Doctor
1106,User1106,SL406,27,female,Gampaha,Hindu,non-vegetarian,Consultant
1107,User1107,SL503,24,female,Kandy,Buddhist,non-vegetarian,Teacher
1108,User1108,SL867,29,female,Puttalam,Buddhist,non-vegetarian,Entrepreneur
1109,User1109,SL156,31,female,NuwaraEliya,Buddhist,non-vegetarian,Artist
1110,User1110,SL571,25,male,Matale,Buddhist,non-vegetarian,Student
1111,User1111,SL127,31,male,Ampara,Buddhist,vegetarian,Artist
1112,User1112,SL354,22,male,Matara,Muslim,non-vegetarian,Accountant
1113,User1113,SL110,22,female,Jaffna,Hindu,vegetarian,Consultant
1114,User1114,SL965,22,male,Kurunegala,Muslim,non-vegetarian,Lawyer
1115,User1115,SL397,23,male,Colombo,Christian,vegetarian,Teacher
1116,User1116,SL205,38,male,Colombo,Buddhist,non-vegetarian,Entrepreneur
1117,User1117,SL445,33,female,Hambantota,Buddhist,vegetarian,Teacher
1118,User1118,SL368,32,female,Gampaha,Buddhist,vegetarian,Artist
1119,User1119,SL368,43,male,Polonnaruwa,Buddhist,non-vegetarian,Consultant
1120,User1120,SL707,30,male,Kegalle,Buddhist,non-vegetarian,Artist
1121,User1121,SL101,24,male,Kurunegala,Buddhist,vegetarian,Student
1122,User1122,SL539,30,female,Gampaha,Buddhist,non-vegetarian,Consultant
1123,User1123,SL755,33,female,Colombo,Hindu,vegetarian,Student
1124,User1124,SL860,26,male,Kalutara,Muslim,vegetarian,Entrepreneur
1125,User1125,SL164,36,female,Kurunegala,Buddhist,non-vegetarian,Doctor
1126,User1126,SL607,37,female,Jaffna,Buddhist,vegetarian,Engineer
1127,User1127,SL124,29,male,Ampara,Buddhist,vegetarian,Consultant
1128,User1128,SL124,24,male,Puttalam,Muslim,non-vegetarian,Artist
1129,User1129,SL585,30,male,Anuradhapura,Christian,vegetarian,Entrepreneur
1130,User1130,SL331,28,male,Matara,Buddhist,vegetarian,Lawyer
1131,User1131,SL821,36,female,Gampaha,Buddhist,non-vegetarian,Accountant
1132,User1132,SL884,29,female,Jaffna,Christian,non-vegetarian,Consultant
1133,User1133,SL676,30,male,Kandy,Buddhist,vegetarian,Doctor
1134,User1134,SL400,33,male,Puttalam,Buddhist,vegetarian,Artist
1135,User1135,SL342,36,female,Kalutara,Buddhist,non-vegetarian,Student
1136,User1136,SL955,32,male,Kegalle,Buddhist,vegetarian,Entrepreneur
1137,User1137,SL169,37,male,Kurunegala,Muslim,non-vegetarian,Artist
1138,User1138,SL757,27,male,Colombo,Hindu,non-vegetarian,Entrepreneur
1139,User1139,SL185,22,female,Matale,Muslim,non-vegetarian,Teacher
1140,User1140,SL794,29,male,Gampaha,Buddhist,vegetarian,Doctor
1141,User1141,SL495,22,female,Vavuniya,Buddhist,vegetarian,Manager
1142,User1142,SL317,23,female,Kegalle,Buddhist,non-vegetarian,Accountant
1143,User1143,SL788,26,male,Galle,Buddhist,non-vegetarian,Lawyer
1144,User1144,SL969,23,male,Ratnapura,Buddhist,non-vegetarian,Accountant
1145,User1145,SL219,28,female,Ratnapura,Buddhist,vegetarian,Entrepreneur
1146,User1146,SL595,32,male,Kandy,Buddhist,vegetarian,Engineer
1147,User1147,SL731,22,male,Gampaha,Buddhist,non-vegetarian,Accountant
1148,User1148,SL245,22,male,Hambantota,Buddhist,vegetarian,Engineer
1149,User1149,SL350,32,male,Batticaloa,Buddhist,vegetarian,Accountant
1150,User1150,SL703,34,male,Batticaloa,Buddhist,non-vegetarian,Lawyer
1151,User1151,SL671,35,female,Trincomalee,Buddhist,non-vegetarian,Entrepreneur
1152,User1152,SL298,23,female,Kalutara,Buddhist,non-vegetarian,Manager
1153,User1153,SL108,22,male,Anuradhapura,Buddhist,non-vegetarian,Accountant
1154,User1154,SL874,23,male,Colombo,Buddhist,non-vegetarian,Engineer
1155,User1155,SL257,23,female,Kandy,Buddhist,non-vegetarian,Engineer
1156,User1156,SL513,34,female,Matara,Muslim,vegetarian,Doctor
1157,User1157,SL161,25,female,Batticaloa,Hindu,vegetarian,Entrepreneur
1158,User1158,SL626,23,male,Kurunegala,Buddhist,vegetarian,Entrepreneur
1159,User1159,SL725,27,male,Batticaloa,Buddhist,vegetarian,Entrepreneur
1160,User1160,SL748,29,male,Hambantota,Buddhist,vegetarian,Lawyer
1161,User1161,SL744,27,male,Ampara,Buddhist,vegetarian,Lawyer
1162,User1162,SL383,22,male,Colombo,Buddhist,vegetarian,Artist
1163,User1163,SL461,25,female,Kurunegala,Hindu,non-vegetarian,Lawyer
1164,User1164,SL906,28,female,Matara,Buddhist,vegetarian,Engineer
1165,User1165,SL304,35,female,Colombo,Buddhist,vegetarian,Lawyer
1166,User1166,SL366,22,male,Polonnaruwa,Buddhist,non-vegetarian,Lawyer
1167,User1167,SL598,36,male,Matale,Buddhist,non-vegetarian,Engineer
1168,User1168,SL865,34,male,Colombo,Buddhist,non-vegetarian,Student
1169,User1169,SL657,24,female,Kegalle,Christian,non-vegetarian,Engineer
1170,User1170,SL293,29,male,Matale,Hindu,non-vegetarian,Engineer
1171,User1171,SL551,22,female,Vavuniya,Buddhist,non-vegetarian,Accountant
1172,User1172,SL679,22,male,Puttalam,Muslim,vegetarian,Lawyer
1173,User1173,SL969,26,female,Puttalam,Buddhist,vegetarian,Entrepreneur
1174,User1174,SL283,28,male,Monaragala,Buddhist,vegetarian,Artist
1175,User1175,SL304,23,female,Anuradhapura,Christian,non-vegetarian,Teacher
1176,User1176,SL979,26,female,Kurunegala,Buddhist,vegetarian,Accountant
1177,User1177,SL667,26,female,Puttalam,Buddhist,non-vegetarian,Entrepreneur
1178,User1178,SL343,22,male,Hambantota,Buddhist,vegetarian,Entrepreneur
1179,User1179,SL577,22,female,Kandy,Hindu,vegetarian,Manager
1180,User1180,SL129,37,male,Badulla,Hindu,vegetarian,Consultant
1181,User1181,SL798,24,male,Ampara,Christian,vegetarian,Manager
1182,User1182,SL512,25,female,Kegalle,Buddhist,non-vegetarian,Teacher
1183,User1183,SL240,37,female,NuwaraEliya,Muslim,vegetarian,Teacher
1184,User1184,SL305,22,male,NuwaraEliya,Christian,non-vegetarian,Doctor
1185,User1185,SL861,26,male,Ratnapura,Buddhist,vegetarian,Doctor
1186,User1186,SL532,38,female,Ratnapura,Christian,vegetarian,Artist
1187,User1187,SL484,31,male,Gampaha,Buddhist,non-vegetarian,Student
1188,User1188,SL423,24,female,NuwaraEliya,Buddhist,vegetarian,Student
1189,User1189,SL287,22,female,NuwaraEliya,Buddhist,vegetarian,Manager
1190,User1190,SL852,22,male,Kalutara,Christian,non-vegetarian,Manager
1191,User1191,SL399,29,female,Kandy,Hindu,vegetarian,Doctor
1192,User1192,SL400,22,male,Galle,Buddhist,vegetarian,Artist
1193,User1193,SL149,33,male,Anuradhapura,Buddhist,vegetarian,Lawyer
1194,User1194,SL920,29,female,Ampara,Christian,non-vegetarian,Consultant
1195,User1195,SL670,22,male,Jaffna,Buddhist,non-vegetarian,Artist
1196,User1196,SL568,34,male,Matara,Buddhist,vegetarian,Engineer
1197,User1197,SL782,23,male,Polonnaruwa,Muslim,vegetarian,Artist
1198,User1198,SL604,33,male,Kurunegala,Buddhist,non-vegetarian,Teacher
1199,User1199,SL385,26,female,Jaffna,Buddhist,non-vegetarian,Entrepreneur
1200,User1200,SL765,28,male,Galle,Buddhist,vegetarian,Manager
1201,User1201,SL574,24,female,Matara,Buddhist,vegetarian,Lawyer
1202,User1202,SL826,35,male,Galle,Buddhist,vegetarian,Lawyer
1203,User1203,SL227,35,female,Jaffna,Muslim,vegetarian,Manager
1204,User1204,SL565,25,female,Monaragala,Buddhist,non-vegetarian,Entrepreneur
1205,User1205,SL846,26,male,Batticaloa,Buddhist,non-vegetarian,Artist
1206,User1206,SL129,22,female,Kegalle,Buddhist,non-vegetarian,Artist
1207,User1207,SL606,32,female,Badulla,Buddhist,vegetarian,Lawyer
1208,User1208,SL745,35,female,Kurunegala,Buddhist,vegetarian,Engineer
1209,User1209,SL573,22,female,Kegalle,Buddhist,non-vegetarian,Lawyer
1210,User1210,SL875,33,female,Ratnapura,Buddhist,vegetarian,Manager
1211,User1211,SL125,31,male,Hambantota,Buddhist,vegetarian,Lawyer
1212,User1212,SL135,33,male,Ampara,Buddhist,non-vegetarian,Accountant
1213,User1213,SL575,31,male,Batticaloa,Buddhist,vegetarian,Lawyer
1214,User1214,SL389,29,female,Matale,Muslim,non-vegetarian,Teacher
1215,User1215,SL499,32,male,Colombo,Hindu,non-vegetarian,Manager
1216,User1216,SL113,37,male,NuwaraEliya,Buddhist,vegetarian,Manager
1217,User1217,SL375,25,male,Monaragala,Buddhist,non-vegetarian,Consultant
1218,User1218,SL432,32,female,Ratnapura,Buddhist,vegetarian,Accountant
1219,User1219,SL352,25,female,Badulla,Buddhist,non-vegetarian,Consultant
1220,User1220,SL540,22,female,Colombo,Buddhist,vegetarian,Accountant
1221,User1221,SL903,31,male,Kegalle,Buddhist,vegetarian,Teacher
1222,User1222,SL827,27,male,Anuradhapura,Buddhist,non-vegetarian,Consultant
1223,User1223,SL781,29,male,Colombo,Buddhist,vegetarian,Consultant
1224,User1224,SL330,33,male,Puttalam,Buddhist,non-vegetarian,Accountant
1225,User1225,SL162,22,female,Colombo,Buddhist,vegetarian,Teacher
1226,User1226,SL978,30,male,Kurunegala,Buddhist,vegetarian,Entrepreneur
1227,User1227,SL707,23,female,Anuradhapura,Buddhist,vegetarian,Manager
1228,User1228,SL525,33,male,Badulla,Hindu,non-vegetarian,Student
1229,User1229,SL847,33,male,Puttalam,Buddhist,non-vegetarian,Lawyer
1230,User1230,SL433,22,male,Badulla,Buddhist,non-vegetarian,Doctor
1231,User1231,SL858,28,male,Polonnaruwa,Buddhist,vegetarian,Student
1232,User1232,SL281,32,male,Badulla,Buddhist,non-vegetarian,Artist
1233,User1233,SL169,22,male,Galle,Buddhist,non-vegetarian,Accountant
1234,User1234,SL269,26,male,Kurunegala,Buddhist,non-vegetarian,Teacher
1235,User1235,SL596,27,male,Badulla,Buddhist,non-vegetarian,Doctor
1236,User1236,SL717,24,male,Kurunegala,Christian,non-vegetarian,Artist
1237,User1237,SL983,22,male,Batticaloa,Buddhist,non-vegetarian,Manager
1238,User1238,SL422,30,female,Trincomalee,Christian,vegetarian,Lawyer
1239,User1239,SL971,24,female,Colombo,Buddhist,non-vegetarian,Lawyer
1240,User1240,SL814,37,female,Colombo,Muslim,vegetarian,Entrepreneur
1241,User1241,SL538,28,female,Batticaloa,Buddhist,vegetarian,Engineer
1242,User1242,SL433,27,female,Anuradhapura,Buddhist,vegetarian,Entrepreneur
1243,User1243,SL578,22,female,Colombo,Buddhist,non-vegetarian,Student
1244,User1244,SL886,31,male,Matara,Buddhist,vegetarian,Consultant
1245,User1245,SL792,38,female,Kalutara,Buddhist,non-vegetarian,Lawyer
1246,User1246,SL206,33,male,Gampaha,Buddhist,vegetarian,Accountant
1247,User1247,SL726,22,male,Ratnapura,Hindu,vegetarian,Artist
1248,User1248,SL789,25,male,Gampaha,Christian,non-vegetarian,Accountant
1249,User1249,SL699,30,male,Colombo,Buddhist,vegetarian,Engineer
1250,User1250,SL848,33,female,Gampaha,Hindu,non-vegetarian,Manager
1251,User1251,SL269,24,male,Ratnapura,Hindu,non-vegetarian,Accountant
1252,User1252,SL928,34,female,Jaffna,Buddhist,vegetarian,Accountant
1253,User1253,SL168,23,female,Hambantota,Buddhist,vegetarian,Entrepreneur
1254,User1254,SL234,22,male,Batticaloa,Buddhist,non-vegetarian,Entrepreneur
1255,User1255,SL197,33,female,Gampaha,Buddhist,non-vegetarian,Teacher
1256,User1256,SL703,26,male,Colombo,Buddhist,vegetarian,Lawyer
1257,User1257,SL940,23,female,Galle,Muslim,vegetarian,Doctor
1258,User1258,SL432,23,male,Puttalam,Buddhist,non-vegetarian,Accountant
1259,User1259,SL816,31,male,Kegalle,Buddhist,vegetarian,Manager
1260,User1260,SL875,22,male,Badulla,Hindu,vegetarian,Doctor
1261,User1261,SL573,27,male,Anuradhapura,Buddhist,non-vegetarian,Doctor
1262,User1262,SL433,27,male,Badulla,Buddhist,vegetarian,Engineer
1263,User1263,SL892,37,female,Ratnapura,Buddhist,non-vegetarian,Doctor
1264,User1264,SL751,22,male,NuwaraEliya,Buddhist,non-vegetarian,Lawyer
1265,User1265,SL958,31,male,Batticaloa,Buddhist,vegetarian,Teacher
1266,User1266,SL104,32,female,Matale,Buddhist,non-vegetarian,Lawyer
1267,User1267,SL235,32,female,Monaragala,Buddhist,non-vegetarian,Accountant
1268,User1268,SL628,30,female,Colombo,Buddhist,vegetarian,Entrepreneur
1269,User1269,SL892,22,male,Matara,Buddhist,vegetarian,Engineer
1270,User1270,SL771,29,female,Galle,Buddhist,non-vegetarian,Lawyer
1271,User1271,SL196,32,male,Gampaha,Muslim,non-vegetarian,Accountant
1272,User1272,SL799,22,female,Kurunegala,Buddhist,non-vegetarian,Entrepreneur
1273,User1273,SL528,35,male,Puttalam,Christian,non-vegetarian,Student
1274,User1274,SL714,23,male,Jaffna,Muslim,non-vegetarian,Manager
1275,User1275,SL713,23,female,Kurunegala,Buddhist,vegetarian,Lawyer
1276,User1276,SL456,22,male,Gampaha,Buddhist,non-vegetarian,Entrepreneur
1277,User1277,SL181,25,female,Vavuniya,Buddhist,non-vegetarian,Accountant
1278,User1278,SL372,34,male,Kurunegala,Buddhist,non-vegetarian,Teacher
1279,User1279,SL265,22,female,Badulla,Buddhist,non-vegetarian,Doctor
1280,User1280,SL163,24,female,Colombo,Muslim,vegetarian,Manager
1281,User1281,SL132,29,male,Jaffna,Buddhist,non-vegetarian,Accountant
1282,User1282,SL603,34,male,Polonnaruwa,Muslim,non-vegetarian,Student
1283,User1283,SL819,34,female,Kandy,Hindu,vegetarian,Entrepreneur
1284,User1284,SL495,27,female,Colombo,Buddhist,non-vegetarian,Teacher
1285,User1285,SL844,24,male,Gampaha,Buddhist,non-vegetarian,Manager
1286,User1286,SL768,23,male,Gampaha,Buddhist,vegetarian,Lawyer
1287,User1287,SL923,33,male,Matale,Buddhist,vegetarian,Artist
1288,User1288,SL360,22,female,Jaffna,Buddhist,vegetarian,Consultant
1289,User1289,SL373,22,female,Gampaha,Hindu,non-vegetarian,Teacher
1290,User1290,SL522,31,female,NuwaraEliya,Muslim,non-vegetarian,Student
1291,User1291,SL869,28,female,Badulla,Buddhist,non-vegetarian,Engineer
1292,User1292,SL941,32,female,Puttalam,Christian,non-vegetarian,Lawyer
1293,User1293,SL880,27,female,NuwaraEliya,Buddhist,non-vegetarian,Engineer
1294,User1294,SL565,22,female,Anuradhapura,Buddhist,vegetarian,Manager
1295,User1295,SL287,40,female,Kurunegala,Buddhist,non-vegetarian,Artist
1296,User1296,SL286,32,male,Batticaloa,Buddhist,non-vegetarian,Consultant
1297,User1297,SL141,30,male,Anuradhapura,Buddhist,vegetarian,Lawyer
1298,User1298,SL756,45,female,Kurunegala,Buddhist,vegetarian,Consultant
1299,User1299,SL968,23,male,Puttalam,Buddhist,vegetarian,Lawyer
1300,User1300,SL394,27,female,Galle,Buddhist,vegetarian,Consultant
1301,User1301,SL256,30,female,NuwaraEliya,Buddhist,non-vegetarian,Accountant
1302,User1302,SL921,22,female,NuwaraEliya,Buddhist,non-vegetarian,Artist
1303,User1303,SL659,22,male,Ampara,Hindu,non-vegetarian,Consultant
1304,User1304,SL445,28,male,Badulla,Christian,non-vegetarian,Artist
1305,User1305,SL175,28,female,Galle,Buddhist,vegetarian,Engineer
1306,User1306,SL116,22,male,Ratnapura,Buddhist,vegetarian,Teacher
1307,User1307,SL598,28,female,Matale,Buddhist,non-vegetarian,Manager
1308,User1308,SL937,22,male,Hambantota,Buddhist,non-vegetarian,Teacher
1309,User1309,SL798,24,female,Colombo,Buddhist,vegetarian,Artist
1310,User1310,SL787,33,female,Colombo,Hindu,non-vegetarian,Entrepreneur
1311,User1311,SL166,28,female,Ratnapura,Buddhist,vegetarian,Student
1312,User1312,SL832,30,female,Kegalle,Buddhist,vegetarian,Teacher
1313,User1313,SL278,29,male,Badulla,Muslim,vegetarian,Student
1314,User1314,SL644,30,male,NuwaraEliya,Muslim,non-vegetarian,Lawyer
1315,User1315,SL207,23,male,Kandy,Buddhist,non-vegetarian,Entrepreneur
1316,User1316,SL396,22,female,Monaragala,Muslim,non-vegetarian,Accountant
1317,User1317,SL855,22,female,Gampaha,Muslim,vegetarian,Engineer
1318,User1318,SL291,23,male,Badulla,Buddhist,non-vegetarian,Artist
1319,User1319,SL120,24,female,Kegalle,Buddhist,vegetarian,Entrepreneur
1320,User1320,SL645,26,female,Ampara,Buddhist,non-vegetarian,Manager
1321,User1321,SL140,33,male,Trincomalee,Hindu,non-vegetarian,Student
1322,User1322,SL396,26,female,Gampaha,Muslim,non-vegetarian,Doctor
1323,User1323,SL401,30,female,Colombo,Muslim,vegetarian,Teacher
1324,User1324,SL562,24,male,Gampaha,Buddhist,non-vegetarian,Engineer
1325,User1325,SL416,22,male,Puttalam,Buddhist,vegetarian,Lawyer
1326,User1326,SL794,22,female,Badulla,Hindu,vegetarian,Consultant
1327,User1327,SL791,30,male,Colombo,Christian,non-vegetarian,Manager
